instruction,input,response
"नीचे दी गई इन दो भाषाओं को उनके मुख्य काम के आधार पर वर्गीकृत करें: एसक्यूएल, रस्ट।",,"एसक्यूएल एक क्वेरी भाषा है, और रस्ट एक सिस्टम्स प्रोग्रामिंग भाषा है।"
बिग ओ नोटेशन' की अवधारणा समझाएँ और यह कलन विधि के विश्लेषण में क्यों ज़रूरी है।,,"बिग ओ नोटेशन एक गणितीय संकेतन (notation) है जो किसी फलन (function) के सीमांत व्यवहार का वर्णन करता है जब तर्क किसी विशेष मान या अनंत की ओर जाता है। कंप्यूटर विज्ञान के संदर्भ में, इसका उपयोग कलन विधियों (algorithms) को वर्गीकृत करने के लिए किया जाता है कि इनपुट (दिए गए डेटा) का आकार बढ़ने पर उनका चलने का समय या जगह की ज़रूरतें कैसे बढ़ती हैं। यह बहुत महत्वपूर्ण है क्योंकि यह प्रोग्रामर (programmers) को हार्डवेयर की खासियतों से स्वतंत्र होकर अलग-अलग कलन विधियों की कार्यक्षमता (efficiency) और बढ़ने की क्षमता (scalability) का मूल्यांकन करने की अनुमति देता है, जिससे बड़े डेटासेट के लिए सबसे अच्छा प्रदर्शन करने वाला समाधान चुनने में मदद मिलती है।"
समय-अंतरिक्ष के उस हिस्से को क्या नाम दिया जाता है जो इतना मज़बूत गुरुत्वाकर्षण दिखाता है कि कुछ भी — यहाँ तक कि कण या रोशनी जैसी विद्युत-चुंबकीय किरणें भी — उसके अंदर से बाहर नहीं निकल सकतीं?,,काला छिद्र
केक को एक समान फुलाने और बीच में धँसने से बचाने के लिए ज़रूरी कदम क्या हैं?,,"एक समान फुलाव सुनिश्चित करने के लिए, सबसे पहले, यह पक्का करें कि आपका ख़मीर उठाने वाला पदार्थ (जैसे बेकिंग पाउडर या सोडा) ताज़ा हो। दूसरी बात, गीली और सूखी सामग्री मिल जाने के बाद घोल को ज़्यादा न मिलाएँ, क्योंकि इससे ग्लूटेन बहुत ज़्यादा विकसित हो जाता है, जिससे सख़्त और धँसी हुई बनावट बन सकती है। अंत में, ओवन का सही तापमान बहुत ज़रूरी है। हमेशा पूरी तरह से पहले गरम करें, और पकने के समय के पहले दो-तिहाई हिस्से के दौरान ओवन का दरवाज़ा खोलने से बचें, क्योंकि तापमान में अचानक गिरावट से केक की बनावट ढह जाती है।"
महामंदी का तुरंत कारण (वजह) किसे माना जाता है?,,अक्टूबर 1929 में शेयर बाज़ार का गिरना।
अर्पानेट के लिए पहला जुड़ाव क्या स्थापित किया गया था?,"एडवांस रिसर्च प्रोजेक्ट्स एजेंसी नेटवर्क (अर्पानेट) एक शुरुआती पैकेट बदलने वाला नेटवर्क था और टी.सी.पी./आई.पी. प्रोटोकॉल समूह को लागू करने वाला पहला नेटवर्क था। ये दोनों तकनीकें (तरीके) इंटरनेट की तकनीकी बुनियाद बन गईं। अर्पानेट को शुरू में संयुक्त राज्य अमेरिका के रक्षा विभाग की एडवांस रिसर्च प्रोजेक्ट्स एजेंसी (अर्पा) द्वारा वित्त पोषित किया गया था। पहला जुड़ाव 29 अक्टूबर 1969 को कैलिफ़ोर्निया विश्वविद्यालय, लॉस एंजिल्स (यू.सी.एल.ए.) और स्टैनफोर्ड अनुसंधान संस्थान (एस.आर.आई.) के बीच स्थापित किया गया था।","पहला जुड़ाव 29 अक्टूबर 1969 को कैलिफ़ोर्निया विश्वविद्यालय, लॉस एंजिल्स (यू.सी.एल.ए.) और स्टैनफोर्ड अनुसंधान संस्थान (एस.आर.आई.) के बीच स्थापित किया गया था।"
"डीप लर्निंग और बड़ी क्षमता वाली ई.टी.एल. (ETL) प्रक्रियाओं वाले डेटा साइंस के काम के लिए, क्या मुझे पाइथन लेनी चाहिए या आर?",,"पाइथन और आर, दोनों ही डेटा साइंस के क्षेत्र में ज़रूरी औज़ार हैं, लेकिन खास तौर पर डीप लर्निंग और बड़ी क्षमता वाले ई.टी.एल. (निकालना, बदलना, और डालना) वाले प्रोजेक्ट के लिए, पाइथन ज़्यादा बेहतर विकल्प है। पाइथन डीप लर्निंग में इसलिए आगे है क्योंकि इसके पास टेंसिलफ्लो, पाईटॉर्च, और केरास जैसे पूरी तरह विकसित, उद्योग-मानक फ्रेमवर्क हैं, जिनमें बेहतरीन जी.पी.यू. सपोर्ट और बड़े समुदाय का साथ मिलता है। इसकी बहुमुखी प्रतिभा इसे बड़ी क्षमता वाली ई.टी.एल. के लिए आदर्श बनाती है; पाइथन बड़ी कंपनियों के सिस्टम, ए.पी.आई., क्लाउड प्लेटफॉर्म (जैसे ए.डब्ल्यू.एस. ग्लू या अज़ूर डेटा फैक्ट्री), और बड़े डेटा के फ्रेमवर्क (जैसे पाईस्पार्क के ज़रिए स्पार्क) के साथ आसानी से जुड़ जाती है, जो प्रोटोटाइप (शुरुआती मॉडल) से लेकर उत्पादन में लागू करने तक का काम काफी आसान बना देता है। जबकि आर (R) सांख्यिकीय विश्लेषण और खास डेटा विज़ुअलाइज़ेशन (जैसे जीजीप्लॉट2) के लिए बेहतरीन पैकेज देता है, उत्पादन में लागू करने के लिए इसका डीप लर्निंग इकोसिस्टम पाइथन की तुलना में कम विकसित है। अगर प्रोजेक्ट का मुख्य लक्ष्य तेज़ी से प्रयोग करना, जटिल सांख्यिकीय मॉडलिंग, या अकादमिक रिसर्च है, तो आर (R) पर विचार किया जा सकता है, लेकिन बड़े उद्यम स्तर की क्षमता और आधुनिक डीप लर्निंग तकनीकों का उपयोग करने के लिए, पाइथन ही स्पष्ट रूप से सुझाया गया भाषा है।"
"वैज्ञानिक मुख्य रूप से डार्क पदार्थ का अध्ययन कैसे करते हैं, यह देखते हुए कि वह सीधे दिखता नहीं है?","डार्क पदार्थ पदार्थ का एक काल्पनिक रूप है, जिसके बारे में माना जाता है कि यह ब्रह्मांड के कुल द्रव्यमान का लगभग 85% है। इसे सीधे देखा नहीं जा सकता क्योंकि यह विद्युत चुंबकीय विकिरण के साथ मेल नहीं खाता है, जिसका मतलब है कि यह न तो प्रकाश को सोखता है और न ही उसे वापस फेंकता (प्रतिबिंबित करता) है। इसके अस्तित्व का अंदाज़ा दिखने वाले पदार्थ, विकिरण और ब्रह्मांड की बनावट पर इसके गुरुत्वाकर्षण प्रभाव से लगाया जाता है। वैज्ञानिक मुख्य रूप से डार्क पदार्थ का अध्ययन यह देखकर करते हैं कि इसका गुरुत्वाकर्षण आस-पास की चीज़ों को कैसे प्रभावित करता है। वे अक्सर इसके हर जगह मौजूद, अदृश्य असर की तुलना एक अदृश्य ब्रह्मांडीय ढांचे से करते हैं जो आकाशगंगाओं को एक साथ जोड़े रखता है।",वैज्ञानिक मुख्य रूप से डार्क पदार्थ का अध्ययन यह देखकर करते हैं कि इसका गुरुत्वाकर्षण आस-पास की चीज़ों को कैसे प्रभावित करता है।
अपोलो 11 अभियान के दौरान कमांड मॉड्यूल किसने चलाया था?,"अपोलो 11 वह अंतरिक्ष उड़ान थी जिसने पहले दो इंसानों को चाँद पर उतारा था। कमांडर नील आर्मस्ट्रांग और लूनर मॉड्यूल पायलट बज़ एल्ड्रिन ने 20 जुलाई, 1969 को 20:17 यूटीसी पर अपोलो लूनर मॉड्यूल ईगल को उतारा था। आर्मस्ट्रांग छह घंटे बाद, 21 जुलाई को, चाँद की सतह पर कदम रखने वाले पहले व्यक्ति बने थे। माइकल कॉलिन्स कमांड मॉड्यूल के पायलट थे और कमांड और सर्विस मॉड्यूल कोलंबिया में चाँद की कक्षा में ही रहे। यह मिशन 16 जुलाई को कैनेडी स्पेस सेंटर से लॉन्च किया गया था और यह नासा के अपोलो कार्यक्रम का पाँचवाँ क्रू मिशन था। मुख्य लक्ष्य हासिल किया गया, जिसने राष्ट्रपति जॉन एफ. कैनेडी के 1961 में घोषित लक्ष्य को पूरा किया कि 'एक आदमी को चाँद पर उतारना और दशक के अंत से पहले उसे सुरक्षित धरती पर वापस लाना'।",माइकल कॉलिन्स कमांड मॉड्यूल के पायलट थे और कमांड और सर्विस मॉड्यूल कोलंबिया में चाँद की कक्षा में ही रहे।
"नीचे दिए गए जानवरों (भालू, हिरण, शेर, सूअर, गाय, शार्क) को माँसाहारी, शाकाहारी या सर्वाहारी श्रेणियों में बाँटें।",,"माँसाहारी: शेर, शार्क
शाकाहारी: हिरण, गाय
सर्वाहारी: भालू, सूअर"
"पाठ में एफिल टॉवर से जुड़ी सभी तारीखें और उनसे संबंधित घटनाओं को 'MM/DD/YYYY: घटना' या 'YYYY: घटना' के रूप में, सेमीकोलन (;) से अलग करके निकालें।","एफिल टॉवर का निर्माण आधिकारिक तौर पर 28 जनवरी, 1887 को पहली नींव रखे जाने के साथ शुरू हुआ। इसके तुरंत बाद धातु के ढाँचे का काम तेज़ी से शुरू हो गया। 31 मार्च, 1889 तक, टॉवर पूरा हो गया और 'यूनिवर्सेल प्रदर्शनी' के लिए इसका उद्घाटन किया गया। हालाँकि, इसे 6 मई, 1889 तक आधिकारिक तौर पर जनता के लिए नहीं खोला गया था। इसे 20 साल बाद गिराने की शुरुआती योजनाओं के बावजूद, टॉवर बेतार तार संचार (वायरलेस टेलीग्राफी) के लिए अमूल्य साबित हुआ, और 1909 में, टॉवर के लिए स्थायी पट्टे को अंतिम रूप दिया गया।",01/28/1887: पहली नींव रखी गई; 03/31/1889: टॉवर पूरा हुआ और उद्घाटन हुआ; 05/06/1889: आधिकारिक तौर पर जनता के लिए खोला गया; 1909: टॉवर के लिए स्थायी पट्टे को अंतिम रूप दिया गया
सीपीयू (CPU) के डिज़ाइन में 'हार्वर्ड आर्किटेक्चर' और 'वॉन न्यूमैन आर्किटेक्चर' के बीच का फ़र्क़ समझाएँ।,,"मुख्य फ़र्क़ यह है कि सीपीयू (CPU) डेटा और निर्देशों (instructions) तक कैसे पहुँचता है। 'वॉन न्यूमैन आर्किटेक्चर' निर्देशों और डेटा दोनों के लिए एक ही मेमोरी स्थान और बसों (buses) के एक ही सेट का इस्तेमाल करता है। यह डिज़ाइन आम इस्तेमाल के कंप्यूटरों (जैसे कि पीसी) में आम है, क्योंकि यह सरल (simple) और लचीला (flexible) होता है, लेकिन इसमें 'वॉन न्यूमैन बॉटलनेक' (अड़चन) की समस्या आती है। इसका मतलब है कि सीपीयू एक ही समय पर निर्देश को प्राप्त (fetch) नहीं कर सकता और डेटा को पढ़ या लिख (read or write) नहीं सकता, जिससे प्रोसेसिंग की गति सीमित हो जाती है।

इसके विपरीत, 'हार्वर्ड आर्किटेक्चर' निर्देशों और डेटा के लिए अलग-अलग मेमोरी स्थान और अलग-अलग बसें इस्तेमाल करता है। यह अलगाव सीपीयू को वर्तमान निर्देश को प्रोसेस करने और डेटा तक पहुँचने के साथ-साथ अगला निर्देश भी प्राप्त करने की अनुमति देता है। यह समानांतर पहुँच (parallel access) कार्यक्षमता (throughput) और गति को बहुत बढ़ा देती है, जिससे यह उन हाई-परफॉर्मेंस एम्बेडेड सिस्टम, डिजिटल सिग्नल प्रोसेसर (डीएसपी) और माइक्रोकंट्रोलर में लोकप्रिय है, जहाँ अनुमानित और तेज़ गति से काम का निष्पादन (execution) ज़रूरी होता है।"
छोटे घर के दफ्तर को ज़्यादा बड़ा और ज़्यादा रौशन महसूस कराने के लिए पाँच कम खर्चीले तरीके सुझाएँ।,,"1. ऊपर की तरफ़ की जगह का इस्तेमाल करने के लिए शेल्फ़ों को ऊँचाई पर लगाएँ। 2. रौशनी को वापस मोड़ने और जगह को देखने में बड़ा करने के लिए बड़े सजावटी आईनों का इस्तेमाल करें। 3. दीवारों को हल्के, साधारण रंगों से रंगें, जैसे सफ़ेद या हल्का स्लेटी रंग। 4. कुदरती रौशनी को ज़्यादा से ज़्यादा इस्तेमाल करने के लिए भारी पर्दों की जगह पतले और हल्के पर्दे लगाएँ। 5. कम जगह लेने वाला या एक से ज़्यादा काम आने वाला फर्नीचर चुनें, जैसे कि एक मेज़ जो दीवार से चिपककर मुड़ जाए।"
उपन्यास 'प्राइड एंड प्रेजुडिस' का लेखक कौन है?,,जेन ऑस्टेन
मुझे अपना पहला यू.एस. पासपोर्ट बनवाना है। आधिकारिक स्वीकृति केंद्र की मुलाकात पर मुझे कौन-कौन से कागजात लाने पड़ेंगे?,,"पहली बार आवेदन करने वाले वयस्क आवेदक (जो फॉर्म डी.एस.-11 का उपयोग कर रहे हैं) के लिए, आपको अपनी आधिकारिक स्वीकृति केंद्र की नियुक्ति पर कई चीजें लानी होंगी। इनमें शामिल हैं: 1. भरा हुआ (लेकिन बिना हस्ताक्षर किया हुआ) फॉर्म डी.एस.-11, पासपोर्ट के लिए आवेदन पत्र। 2. यू.एस. नागरिकता का प्रमाण (जैसे, प्रमाणित जन्म प्रमाण पत्र या देशीयकरण प्रमाण पत्र)। यह प्रमाण पत्र मूल (ओरिजिनल) या प्रमाणित प्रतिलिपि होना चाहिए। 3. एक वर्तमान, वैध फोटो पहचान पत्र (जैसे, ड्राइविंग लाइसेंस या सेना का पहचान पत्र), साथ ही उस पहचान पत्र के आगे और पीछे दोनों तरफ की एक स्पष्ट फोटोकॉपी। 4. एक हालिया 2x2 इंच का रंगीन पासपोर्ट फोटो जो आधिकारिक मापदंडों को पूरा करता हो। 5. आवेदन और कार्यवाही शुल्क का भुगतान। यह मुलाकात व्यक्तिगत रूप से होनी चाहिए क्योंकि अधिकारी को आपके हस्ताक्षर का गवाह बनना आवश्यक होता है।"
