csv_name,count_zeros,count_ones,total_length
Gemma-3-4B-IT-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,370,70,440
Gemma-3-4B-IT-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,215,225,440
Gemma-3-4B-IT-GA-SynthDolly-E1-S73-PREFT_GA_translated_eval_detailed.csv,381,59,440
Gemma-3-4B-IT-GA-SynthDolly-E1-S73_GA_translated_eval_detailed.csv,399,41,440
Gemma-3-4B-IT-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,390,50,440
Gemma-3-4B-IT-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,379,61,440
Gemma-3-4B-IT-HI-SynthDolly-E1-S73-PREFT_HI_translated_eval_detailed.csv,383,57,440
Gemma-3-4B-IT-HI-SynthDolly-E1-S73_HI_translated_eval_detailed.csv,326,114,440
Gemma-3-4B-IT-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,385,55,440
Gemma-3-4B-IT-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,260,180,440
Gemma-3-4B-IT-PT-SynthDolly-E1-S73-PREFT_PT_translated_eval_detailed.csv,372,68,440
Gemma-3-4B-IT-PT-SynthDolly-E1-S73_PT_translated_eval_detailed.csv,309,131,440
Gemma-3-4B-IT-PT-SynthDolly-E3-S73-PREFT_PT_translated_eval_detailed.csv,355,85,440
Gemma-3-4B-IT-PT-SynthDolly-E3-S73_PT_translated_eval_detailed.csv,241,199,440
Gemma-3-4B-IT-TL-SynthDolly-E1-S73-PREFT_TL_translated_eval_detailed.csv,373,67,440
Gemma-3-4B-IT-TL-SynthDolly-E1-S73_TL_translated_eval_detailed.csv,300,140,440
Gemma-3-4B-IT-TL-SynthDolly-E3-S73-PREFT_TL_translated_eval_detailed.csv,378,62,440
Gemma-3-4B-IT-TL-SynthDolly-E3-S73_TL_translated_eval_detailed.csv,258,182,440
Gemma-3-4B-IT-ZH-SynthDolly-E1-S73-PREFT_ZH_translated_eval_detailed.csv,379,61,440
Gemma-3-4B-IT-ZH-SynthDolly-E1-S73_ZH_translated_eval_detailed.csv,352,88,440
Gemma-3-4B-IT-ZH-SynthDolly-E3-S73-PREFT_ZH_translated_eval_detailed.csv,380,60,440
Gemma-3-4B-IT-ZH-SynthDolly-E3-S73_ZH_translated_eval_detailed.csv,273,167,440
Llama-3.1-8B-Instruct-DA-SynthDolly-E3-S73-PREFT_DA_translated_eval_detailed.csv,347,93,440
Llama-3.1-8B-Instruct-DA-SynthDolly-E3-S73_DA_translated_eval_detailed.csv,304,136,440
Llama-3.1-8B-Instruct-EL-SynthDolly-E1-S73-PREFT_EL_translated_eval_detailed.csv,376,64,440
Llama-3.1-8B-Instruct-EL-SynthDolly-E1-S73_EL_translated_eval_detailed.csv,369,71,440
Llama-3.1-8B-Instruct-EL-SynthDolly-E3-S73-PREFT_EL_translated_eval_detailed.csv,374,66,440
Llama-3.1-8B-Instruct-EL-SynthDolly-E3-S73_EL_translated_eval_detailed.csv,382,58,440
Llama-3.1-8B-Instruct-ES-SynthDolly-E1-S73-PREFT_ES_translated_eval_detailed.csv,403,37,440
Llama-3.1-8B-Instruct-ES-SynthDolly-E1-S73_ES_translated_eval_detailed.csv,356,84,440
Llama-3.1-8B-Instruct-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,398,42,440
Llama-3.1-8B-Instruct-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,303,137,440
Llama-3.1-8B-Instruct-GA-SynthDolly-E1-S73-PREFT_GA_translated_eval_detailed.csv,350,90,440
Llama-3.1-8B-Instruct-GA-SynthDolly-E1-S73_GA_translated_eval_detailed.csv,379,61,440
Llama-3.1-8B-Instruct-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,364,76,440
Llama-3.1-8B-Instruct-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,388,52,440
Llama-3.1-8B-Instruct-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,294,146,440
Llama-3.1-8B-Instruct-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,320,120,440
Llama-3.1-8B-Instruct-TL-SynthDolly-E1-S73-PREFT_TL_translated_eval_detailed.csv,323,117,440
Llama-3.1-8B-Instruct-TL-SynthDolly-E1-S73_TL_translated_eval_detailed.csv,346,94,440
Llama-3.1-8B-Instruct-TL-SynthDolly-E3-S73-PREFT_TL_translated_eval_detailed.csv,302,138,440
Llama-3.1-8B-Instruct-TL-SynthDolly-E3-S73_TL_translated_eval_detailed.csv,327,113,440
Llama-3.1-8B-Instruct-ZH-SynthDolly-E1-S73-PREFT_ZH_translated_eval_detailed.csv,394,46,440
Llama-3.1-8B-Instruct-ZH-SynthDolly-E1-S73_ZH_translated_eval_detailed.csv,365,75,440
Llama-3.1-8B-Instruct-ZH-SynthDolly-E3-S73-PREFT_ZH_translated_eval_detailed.csv,394,46,440
Llama-3.1-8B-Instruct-ZH-SynthDolly-E3-S73_ZH_translated_eval_detailed.csv,365,75,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E1-S73-PREFT_DA_translated_eval_detailed.csv,366,74,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E1-S73_DA_translated_eval_detailed.csv,355,85,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E3-S73-PREFT_DA_translated_eval_detailed.csv,386,54,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E3-S73_DA_translated_eval_detailed.csv,366,74,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E5-S73-PREFT_DA_translated_eval_detailed.csv,360,80,440
Llama-3.2-1B-Instruct-DA-SynthDolly-E5-S73_DA_translated_eval_detailed.csv,369,71,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E1-S73-PREFT_EL_translated_eval_detailed.csv,360,80,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E1-S73_EL_translated_eval_detailed.csv,362,78,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E3-S73-PREFT_EL_translated_eval_detailed.csv,356,84,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E3-S73_EL_translated_eval_detailed.csv,393,47,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E5-S73-PREFT_EL_translated_eval_detailed.csv,350,90,440
Llama-3.2-1B-Instruct-EL-SynthDolly-E5-S73_EL_translated_eval_detailed.csv,406,34,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E1-S73-PREFT_ES_translated_eval_detailed.csv,362,78,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E1-S73_ES_translated_eval_detailed.csv,306,134,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,365,75,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,318,122,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E5-S73-PREFT_ES_translated_eval_detailed.csv,373,67,440
Llama-3.2-1B-Instruct-ES-SynthDolly-E5-S73_ES_translated_eval_detailed.csv,336,104,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E1-S73-PREFT_GA_translated_eval_detailed.csv,412,28,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E1-S73_GA_translated_eval_detailed.csv,417,23,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,406,34,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,420,20,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E5-S73-PREFT_GA_translated_eval_detailed.csv,419,21,440
Llama-3.2-1B-Instruct-GA-SynthDolly-E5-S73_GA_translated_eval_detailed.csv,421,19,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E1-S73-PREFT_HI_translated_eval_detailed.csv,338,102,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E1-S73_HI_translated_eval_detailed.csv,340,100,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,340,100,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,376,64,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E5-S73-PREFT_HI_translated_eval_detailed.csv,343,97,440
Llama-3.2-1B-Instruct-HI-SynthDolly-E5-S73_HI_translated_eval_detailed.csv,404,36,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E1-S73-PREFT_PT_translated_eval_detailed.csv,365,75,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E1-S73_PT_translated_eval_detailed.csv,321,119,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E3-S73-PREFT_PT_translated_eval_detailed.csv,362,78,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E3-S73_PT_translated_eval_detailed.csv,314,126,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E5-S73-PREFT_PT_translated_eval_detailed.csv,365,75,440
Llama-3.2-1B-Instruct-PT-SynthDolly-E5-S73_PT_translated_eval_detailed.csv,332,108,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E1-S73-PREFT_TL_translated_eval_detailed.csv,367,73,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E1-S73_TL_translated_eval_detailed.csv,381,59,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E3-S73-PREFT_TL_translated_eval_detailed.csv,373,67,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E3-S73_TL_translated_eval_detailed.csv,378,62,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E5-S73-PREFT_TL_translated_eval_detailed.csv,351,89,440
Llama-3.2-1B-Instruct-TL-SynthDolly-E5-S73_TL_translated_eval_detailed.csv,399,41,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E1-S73-PREFT_ZH_translated_eval_detailed.csv,367,73,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E1-S73_ZH_translated_eval_detailed.csv,301,139,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E3-S73-PREFT_ZH_translated_eval_detailed.csv,366,74,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E3-S73_ZH_translated_eval_detailed.csv,314,126,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E5-S73-PREFT_ZH_translated_eval_detailed.csv,369,71,440
Llama-3.2-1B-Instruct-ZH-SynthDolly-E5-S73_ZH_translated_eval_detailed.csv,325,115,440
Llama-3.2-3B-Instruct-DA-SynthDolly-E1-S73_DA_translated_eval_detailed.csv,320,120,440
Llama-3.2-3B-Instruct-DA-SynthDolly-E3-S73-PREFT_DA_translated_eval_detailed.csv,336,104,440
Llama-3.2-3B-Instruct-DA-SynthDolly-E3-S73_DA_translated_eval_detailed.csv,334,106,440
Llama-3.2-3B-Instruct-DA-SynthDolly-E5-S73-PREFT_DA_translated_eval_detailed.csv,344,96,440
Llama-3.2-3B-Instruct-DA-SynthDolly-E5-S73_DA_translated_eval_detailed.csv,360,80,440
Llama-3.2-3B-Instruct-EL-SynthDolly-E1-S73-PREFT_EL_translated_eval_detailed.csv,371,69,440
Llama-3.2-3B-Instruct-EL-SynthDolly-E1-S73_EL_translated_eval_detailed.csv,357,83,440
Llama-3.2-3B-Instruct-EL-SynthDolly-E3-S73-PREFT_EL_translated_eval_detailed.csv,367,73,440
Llama-3.2-3B-Instruct-EL-SynthDolly-E3-S73_EL_translated_eval_detailed.csv,384,56,440
Llama-3.2-3B-Instruct-ES-SynthDolly-E1-S73-PREFT_ES_translated_eval_detailed.csv,396,44,440
Llama-3.2-3B-Instruct-ES-SynthDolly-E1-S73_ES_translated_eval_detailed.csv,356,84,440
Llama-3.2-3B-Instruct-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,399,41,440
Llama-3.2-3B-Instruct-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,308,132,440
Llama-3.2-3B-Instruct-GA-SynthDolly-E1-S73-PREFT_GA_translated_eval_detailed.csv,418,22,440
Llama-3.2-3B-Instruct-GA-SynthDolly-E1-S73_GA_translated_eval_detailed.csv,381,59,440
Llama-3.2-3B-Instruct-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,408,32,440
Llama-3.2-3B-Instruct-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,406,34,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E1-S73-PREFT_HI_translated_eval_detailed.csv,341,99,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E1-S73_HI_translated_eval_detailed.csv,298,142,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,346,94,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,342,98,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E5-S73-PREFT_HI_translated_eval_detailed.csv,339,101,440
Llama-3.2-3B-Instruct-HI-SynthDolly-E5-S73_HI_translated_eval_detailed.csv,370,70,440
Llama-3.2-3B-Instruct-PT-SynthDolly-E1-S73-PREFT_PT_translated_eval_detailed.csv,376,64,440
Llama-3.2-3B-Instruct-PT-SynthDolly-E1-S73_PT_translated_eval_detailed.csv,337,103,440
Llama-3.2-3B-Instruct-PT-SynthDolly-E3-S73-PREFT_PT_translated_eval_detailed.csv,372,68,440
Llama-3.2-3B-Instruct-PT-SynthDolly-E3-S73_PT_translated_eval_detailed.csv,281,159,440
Llama-3.2-3B-Instruct-TL-SynthDolly-E1-S73-PREFT_TL_translated_eval_detailed.csv,342,98,440
Llama-3.2-3B-Instruct-TL-SynthDolly-E1-S73_TL_translated_eval_detailed.csv,353,87,440
Llama-3.2-3B-Instruct-TL-SynthDolly-E3-S73-PREFT_TL_translated_eval_detailed.csv,331,109,440
Llama-3.2-3B-Instruct-TL-SynthDolly-E3-S73_TL_translated_eval_detailed.csv,344,96,440
Llama-3.2-3B-Instruct-ZH-SynthDolly-E1-S73-PREFT_ZH_translated_eval_detailed.csv,401,39,440
Llama-3.2-3B-Instruct-ZH-SynthDolly-E1-S73_ZH_translated_eval_detailed.csv,356,84,440
Llama-3.2-3B-Instruct-ZH-SynthDolly-E3-S73-PREFT_ZH_translated_eval_detailed.csv,378,62,440
Llama-3.2-3B-Instruct-ZH-SynthDolly-E3-S73_ZH_translated_eval_detailed.csv,358,82,440
Qwen3-0.6B-DA-SynthDolly-E1-S73-PREFT_DA_translated_eval_detailed.csv,188,252,440
Qwen3-0.6B-DA-SynthDolly-E1-S73_DA_translated_eval_detailed.csv,331,109,440
Qwen3-0.6B-DA-SynthDolly-E5-S73-PREFT_DA_translated_eval_detailed.csv,178,262,440
Qwen3-0.6B-DA-SynthDolly-E5-S73_DA_translated_eval_detailed.csv,366,74,440
Qwen3-0.6B-EL-SynthDolly-E1-S73-PREFT_EL_translated_eval_detailed.csv,316,124,440
Qwen3-0.6B-EL-SynthDolly-E1-S73_EL_translated_eval_detailed.csv,404,36,440
Qwen3-0.6B-EL-SynthDolly-E3-S73-PREFT_EL_translated_eval_detailed.csv,334,106,440
Qwen3-0.6B-EL-SynthDolly-E3-S73_EL_translated_eval_detailed.csv,414,26,440
Qwen3-0.6B-EL-SynthDolly-E5-S73-PREFT_EL_translated_eval_detailed.csv,338,102,440
Qwen3-0.6B-EL-SynthDolly-E5-S73_EL_translated_eval_detailed.csv,401,39,440
Qwen3-0.6B-ES-SynthDolly-E1-S73-PREFT_ES_translated_eval_detailed.csv,144,296,440
Qwen3-0.6B-ES-SynthDolly-E1-S73_ES_translated_eval_detailed.csv,248,192,440
Qwen3-0.6B-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,136,304,440
Qwen3-0.6B-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,239,201,440
Qwen3-0.6B-ES-SynthDolly-E5-S73-PREFT_ES_translated_eval_detailed.csv,149,291,440
Qwen3-0.6B-ES-SynthDolly-E5-S73_ES_translated_eval_detailed.csv,240,200,440
Qwen3-0.6B-ES-SynthDolly-E8-S73-PREFT_ES_translated_eval_detailed.csv,143,297,440
Qwen3-0.6B-ES-SynthDolly-E8-S73_ES_translated_eval_detailed.csv,290,150,440
Qwen3-0.6B-GA-SynthDolly-E1-S73-PREFT_GA_translated_eval_detailed.csv,408,32,440
Qwen3-0.6B-GA-SynthDolly-E1-S73_GA_translated_eval_detailed.csv,404,36,440
Qwen3-0.6B-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,407,33,440
Qwen3-0.6B-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,430,10,440
Qwen3-0.6B-GA-SynthDolly-E5-S73-PREFT_GA_translated_eval_detailed.csv,402,38,440
Qwen3-0.6B-GA-SynthDolly-E5-S73_GA_translated_eval_detailed.csv,426,14,440
Qwen3-0.6B-GA-SynthDolly-E8-S73-PREFT_GA_translated_eval_detailed.csv,404,36,440
Qwen3-0.6B-GA-SynthDolly-E8-S73_GA_translated_eval_detailed.csv,435,5,440
Qwen3-0.6B-HI-SynthDolly-E1-S73-PREFT_HI_translated_eval_detailed.csv,260,180,440
Qwen3-0.6B-HI-SynthDolly-E1-S73_HI_translated_eval_detailed.csv,401,39,440
Qwen3-0.6B-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,255,185,440
Qwen3-0.6B-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,399,41,440
Qwen3-0.6B-HI-SynthDolly-E5-S73-PREFT_HI_translated_eval_detailed.csv,282,158,440
Qwen3-0.6B-HI-SynthDolly-E5-S73_HI_translated_eval_detailed.csv,413,27,440
Qwen3-0.6B-PT-SynthDolly-E1-S73-PREFT_PT_translated_eval_detailed.csv,157,283,440
Qwen3-0.6B-PT-SynthDolly-E1-S73_PT_translated_eval_detailed.csv,247,193,440
Qwen3-0.6B-PT-SynthDolly-E3-S73-PREFT_PT_translated_eval_detailed.csv,139,301,440
Qwen3-0.6B-PT-SynthDolly-E3-S73_PT_translated_eval_detailed.csv,230,210,440
Qwen3-0.6B-PT-SynthDolly-E5-S73-PREFT_PT_translated_eval_detailed.csv,161,279,440
Qwen3-0.6B-PT-SynthDolly-E5-S73_PT_translated_eval_detailed.csv,243,197,440
Qwen3-0.6B-PT-SynthDolly-E8-S73-PREFT_PT_translated_eval_detailed.csv,169,271,440
Qwen3-0.6B-PT-SynthDolly-E8-S73_PT_translated_eval_detailed.csv,307,133,440
Qwen3-0.6B-TL-SynthDolly-E1-S73-PREFT_TL_translated_eval_detailed.csv,275,165,440
Qwen3-0.6B-TL-SynthDolly-E1-S73_TL_translated_eval_detailed.csv,389,51,440
Qwen3-0.6B-TL-SynthDolly-E3-S73-PREFT_TL_translated_eval_detailed.csv,278,162,440
Qwen3-0.6B-TL-SynthDolly-E3-S73_TL_translated_eval_detailed.csv,399,41,440
Qwen3-0.6B-TL-SynthDolly-E5-S73-PREFT_TL_translated_eval_detailed.csv,277,163,440
Qwen3-0.6B-TL-SynthDolly-E5-S73_TL_translated_eval_detailed.csv,410,30,440
Qwen3-0.6B-TL-SynthDolly-E8-S73-PREFT_TL_translated_eval_detailed.csv,281,159,440
Qwen3-0.6B-TL-SynthDolly-E8-S73_TL_translated_eval_detailed.csv,413,27,440
Qwen3-0.6B-ZH-SynthDolly-E1-S73-PREFT_ZH_translated_eval_detailed.csv,212,228,440
Qwen3-0.6B-ZH-SynthDolly-E1-S73_ZH_translated_eval_detailed.csv,202,238,440
Qwen3-0.6B-ZH-SynthDolly-E5-S73-PREFT_ZH_translated_eval_detailed.csv,234,206,440
Qwen3-0.6B-ZH-SynthDolly-E5-S73_ZH_translated_eval_detailed.csv,210,230,440
Qwen3-14B-DA-SynthDolly-1A_DA_translated_eval_detailed.csv,350,90,440
Qwen3-14B-DA-SynthDolly-E1-S73-PREFT_DA_translated_eval_detailed.csv,316,124,440
Qwen3-14B-DA-SynthDolly-E1-S73_DA_translated_eval_detailed.csv,348,92,440
Qwen3-14B-DA-SynthDolly-E3-S73-PREFT_DA_translated_eval_detailed.csv,309,131,440
Qwen3-14B-DA-SynthDolly-E3-S73_DA_translated_eval_detailed.csv,312,128,440
Qwen3-14B-EL-SynthDolly-1A_EL_translated_eval_detailed.csv,306,134,440
Qwen3-14B-EL-SynthDolly-E1-S73-PREFT_EL_translated_eval_detailed.csv,318,122,440
Qwen3-14B-EL-SynthDolly-E1-S73_EL_translated_eval_detailed.csv,298,142,440
Qwen3-14B-EL-SynthDolly-E3-S73-PREFT_EL_translated_eval_detailed.csv,324,116,440
Qwen3-14B-EL-SynthDolly-E3-S73_EL_translated_eval_detailed.csv,283,157,440
Qwen3-14B-ES-SynthDolly-1A_ES_translated_eval_detailed.csv,305,135,440
Qwen3-14B-ES-SynthDolly-E1-S73-PREFT_ES_translated_eval_detailed.csv,340,100,440
Qwen3-14B-ES-SynthDolly-E1-S73_ES_translated_eval_detailed.csv,322,118,440
Qwen3-14B-ES-SynthDolly-E3-S73-PREFT_ES_translated_eval_detailed.csv,338,102,440
Qwen3-14B-ES-SynthDolly-E3-S73_ES_translated_eval_detailed.csv,250,190,440
Qwen3-14B-GA-SynthDolly-1A_GA_translated_eval_detailed.csv,375,65,440
Qwen3-14B-GA-SynthDolly-E3-S73-PREFT_GA_translated_eval_detailed.csv,311,129,440
Qwen3-14B-GA-SynthDolly-E3-S73_GA_translated_eval_detailed.csv,385,55,440
Qwen3-14B-HI-SynthDolly-1A_HI_translated_eval_detailed.csv,307,133,440
Qwen3-14B-HI-SynthDolly-E1-S73-PREFT_HI_translated_eval_detailed.csv,274,166,440
Qwen3-14B-HI-SynthDolly-E1-S73_HI_translated_eval_detailed.csv,281,159,440
Qwen3-14B-HI-SynthDolly-E3-S73-PREFT_HI_translated_eval_detailed.csv,290,150,440
Qwen3-14B-HI-SynthDolly-E3-S73_HI_translated_eval_detailed.csv,282,158,440
Qwen3-14B-PT-SynthDolly-1A_PT_translated_eval_detailed.csv,317,123,440
Qwen3-14B-PT-SynthDolly-E1-S73-PREFT_PT_translated_eval_detailed.csv,342,98,440
